REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE,month,year,high_demand
2022-01-06,30/06/2022,Final,England; Ethnicity,England,England,S,Any other ethnic group,MHS01,People in contact with services at the end of the reporting period,38304,1,2022,1
2022-01-06,30/06/2022,Final,England; Ethnicity,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,41562,1,2022,1
2022-01-06,30/06/2022,Final,England; Ethnicity,England,England,Z,Not stated,MHS01,People in contact with services at the end of the reporting period,152425,1,2022,1
2022-01-06,30/06/2022,Final,England; Gender,England,England,1,Male (including trans man),MHS01,People in contact with services at the end of the reporting period,739777,1,2022,1
2022-01-06,30/06/2022,Final,England; Gender,England,England,2,Female (including trans woman),MHS01,People in contact with services at the end of the reporting period,853946,1,2022,1
2022-01-06,30/06/2022,Final,England; Gender,England,England,3,Non-binary,MHS01,People in contact with services at the end of the reporting period,1846,1,2022,0
2022-01-06,30/06/2022,Final,England; Gender,England,England,4,Other (not listed),MHS01,People in contact with services at the end of the reporting period,883,1,2022,0
2022-01-06,30/06/2022,Final,England; Gender,England,England,9,Indeterminate (unable to be classified as either male or female),MHS01,People in contact with services at the end of the reporting period,1198,1,2022,0
2022-01-06,30/06/2022,Final,England; Gender,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,9826,1,2022,1
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,01 Most deprived,01 Most deprived,MHS01,People in contact with services at the end of the reporting period,235789,1,2022,1
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,02 More deprived,02 More deprived,MHS01,People in contact with services at the end of the reporting period,205259,1,2022,1
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,03 More deprived,03 More deprived,MHS01,People in contact with services at the end of the reporting period,187596,1,2022,1
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,04 More deprived,04 More deprived,MHS01,People in contact with services at the end of the reporting period,168156,1,2022,1
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,05 More deprived,05 More deprived,MHS01,People in contact with services at the end of the reporting period,152765,1,2022,1
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,06 Less deprived,06 Less deprived,MHS01,People in contact with services at the end of the reporting period,142999,1,2022,0
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,07 Less deprived,07 Less deprived,MHS01,People in contact with services at the end of the reporting period,132110,1,2022,0
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,08 Less deprived,08 Less deprived,MHS01,People in contact with services at the end of the reporting period,125862,1,2022,0
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,09 Less deprived,09 Less deprived,MHS01,People in contact with services at the end of the reporting period,117682,1,2022,0
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,10 Least deprived,10 Least deprived,MHS01,People in contact with services at the end of the reporting period,108782,1,2022,0
2022-01-06,30/06/2022,Final,England; IMD Decile,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,30476,1,2022,0
2022-01-06,30/06/2022,Final,England; Sexual Orientation,England,England,Asexual (not sexually attracted to either gender),Asexual (not sexually attracted to either gender),MHS01,People in contact with services at the end of the reporting period,1037,1,2022,0
2022-01-06,30/06/2022,Final,England; Sexual Orientation,England,England,Bisexual,Bisexual,MHS01,People in contact with services at the end of the reporting period,7032,1,2022,0
2022-01-06,30/06/2022,Final,England; Sexual Orientation,England,England,Gay or Lesbian,Gay or Lesbian,MHS01,People in contact with services at the end of the reporting period,4013,1,2022,0
2022-01-06,30/06/2022,Final,England; Sexual Orientation,England,England,Heterosexual or Straight,Heterosexual or Straight,MHS01,People in contact with services at the end of the reporting period,198904,1,2022,1
2022-01-06,30/06/2022,Final,England; Sexual Orientation,England,England,Not Stated (Person asked but declined to provide a response),Not Stated (Person asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,31167,1,2022,1
2022-01-06,30/06/2022,Final,England; Sexual Orientation,England,England,Not known (not recorded),Not known (not recorded),MHS01,People in contact with services at the end of the reporting period,180506,1,2022,1
2022-01-06,30/06/2022,Final,England; Sexual Orientation,England,England,Person asked and does not know or is not sure,Person asked and does not know or is not sure,MHS01,People in contact with services at the end of the reporting period,2856,1,2022,0
2022-01-06,30/06/2022,Final,England; Sexual Orientation,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1182007,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,1,Owner occupier,MHS01,People in contact with services at the end of the reporting period,95304,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,2,Tenant - Local Authority/Arms Length Management Organisation/registered social housing provider,MHS01,People in contact with services at the end of the reporting period,52086,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,3,Tenant - private landlord,MHS01,People in contact with services at the end of the reporting period,24599,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,4,Living with family,MHS01,People in contact with services at the end of the reporting period,57295,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,5,Living with friends,MHS01,People in contact with services at the end of the reporting period,16178,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,6,University or College accommodation,MHS01,People in contact with services at the end of the reporting period,1310,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,7,ACCOMMODATION tied to job (including Armed Forces),MHS01,People in contact with services at the end of the reporting period,110,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,8,Mobile ACCOMMODATION,MHS01,People in contact with services at the end of the reporting period,209,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,9,Care Home Services without Nursing,MHS01,People in contact with services at the end of the reporting period,7900,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,10,Care Home Services with Nursing,MHS01,People in contact with services at the end of the reporting period,8477,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,11,Specialist Housing (with suitable adaptations to meet impairment needs and support to live independently),MHS01,People in contact with services at the end of the reporting period,13985,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,12,Rough sleeper,MHS01,People in contact with services at the end of the reporting period,1573,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,13,Squatting,MHS01,People in contact with services at the end of the reporting period,496,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,14,Sofa surfing (sleeps on different friends floor each night),MHS01,People in contact with services at the end of the reporting period,643,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,15,Staying with friends/family as a short term guest,MHS01,People in contact with services at the end of the reporting period,21770,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,16,Bed and breakfast ACCOMMODATION to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,1399,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,17,Sleeping in a night shelter,MHS01,People in contact with services at the end of the reporting period,429,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,18,Hostel to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,988,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,19,Temporary housing to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,1552,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,20,Admitted PATIENT settings,MHS01,People in contact with services at the end of the reporting period,6702,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,21,Criminal justice settings,MHS01,People in contact with services at the end of the reporting period,751,1,2022,0
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,98,Other (not listed),MHS01,People in contact with services at the end of the reporting period,109338,1,2022,1
2022-01-07,31/07/2022,Final,England; Accommodation Type,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1192526,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,0 to 5,0 to 5,MHS01,People in contact with services at the end of the reporting period,24644,1,2022,0
2022-01-07,31/07/2022,Final,England; Age,England,England,11 to 15,11 to 15,MHS01,People in contact with services at the end of the reporting period,234069,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,16,16,MHS01,People in contact with services at the end of the reporting period,51915,1,2022,0
2022-01-07,31/07/2022,Final,England; Age,England,England,17,17,MHS01,People in contact with services at the end of the reporting period,43811,1,2022,0
2022-01-07,31/07/2022,Final,England; Age,England,England,18,18,MHS01,People in contact with services at the end of the reporting period,28154,1,2022,0
2022-01-07,31/07/2022,Final,England; Age,England,England,19,19,MHS01,People in contact with services at the end of the reporting period,23801,1,2022,0
2022-01-07,31/07/2022,Final,England; Age,England,England,20 to 24,20 to 24,MHS01,People in contact with services at the end of the reporting period,121574,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,25 to 29,25 to 29,MHS01,People in contact with services at the end of the reporting period,116641,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,30 to 34,30 to 34,MHS01,People in contact with services at the end of the reporting period,110852,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,35 to 39,35 to 39,MHS01,People in contact with services at the end of the reporting period,94122,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,40 to 44,40 to 44,MHS01,People in contact with services at the end of the reporting period,81408,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,45 to 49,45 to 49,MHS01,People in contact with services at the end of the reporting period,71122,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,50 to 54,50 to 54,MHS01,People in contact with services at the end of the reporting period,73741,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,55 to 59,55 to 59,MHS01,People in contact with services at the end of the reporting period,67718,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,6 to 10,6 to 10,MHS01,People in contact with services at the end of the reporting period,118957,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,60 to 64,60 to 64,MHS01,People in contact with services at the end of the reporting period,53678,1,2022,0
2022-01-07,31/07/2022,Final,England; Age,England,England,65 to 69,65 to 69,MHS01,People in contact with services at the end of the reporting period,43030,1,2022,0
2022-01-07,31/07/2022,Final,England; Age,England,England,70 to 74,70 to 74,MHS01,People in contact with services at the end of the reporting period,47693,1,2022,0
2022-01-07,31/07/2022,Final,England; Age,England,England,75 to 79,75 to 79,MHS01,People in contact with services at the end of the reporting period,62272,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,80 to 84,80 to 84,MHS01,People in contact with services at the end of the reporting period,61329,1,2022,1
2022-01-07,31/07/2022,Final,England; Age,England,England,85 to 89,85 to 89,MHS01,People in contact with services at the end of the reporting period,52439,1,2022,0
2022-01-07,31/07/2022,Final,England; Age,England,England,90 or over,90 or over,MHS01,People in contact with services at the end of the reporting period,31212,1,2022,0
2022-01-07,31/07/2022,Final,England; Age,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1438,1,2022,0
2022-01-07,31/07/2022,Final,England; Disability,England,England,1,Behaviour and Emotional,MHS01,People in contact with services at the end of the reporting period,36992,1,2022,1
2022-01-07,31/07/2022,Final,England; Disability,England,England,2,Hearing,MHS01,People in contact with services at the end of the reporting period,10405,1,2022,0
2022-01-07,31/07/2022,Final,England; Disability,England,England,3,Manual Dexterity,MHS01,People in contact with services at the end of the reporting period,5382,1,2022,0
2022-01-07,31/07/2022,Final,England; Disability,England,England,4,"Memory or ability to concentrate, learn or understand (Learning Disability)",MHS01,People in contact with services at the end of the reporting period,30200,1,2022,1
2022-01-07,31/07/2022,Final,England; Disability,England,England,5,Mobility and Gross Motor,MHS01,People in contact with services at the end of the reporting period,19922,1,2022,1
2022-01-07,31/07/2022,Final,England; Disability,England,England,6,Perception of Physical Danger,MHS01,People in contact with services at the end of the reporting period,6162,1,2022,0
2022-01-07,31/07/2022,Final,England; Disability,England,England,7,"Personal, Self Care and Continence",MHS01,People in contact with services at the end of the reporting period,14447,1,2022,0
2022-01-07,31/07/2022,Final,England; Disability,England,England,8,"Progressive Conditions and Physical Health (such as HIV, cancer, multiple sclerosis, fits etc)",MHS01,People in contact with services at the end of the reporting period,17501,1,2022,0
2022-01-07,31/07/2022,Final,England; Disability,England,England,9,Sight,MHS01,People in contact with services at the end of the reporting period,14488,1,2022,0
2022-01-07,31/07/2022,Final,England; Disability,England,England,10,Speech,MHS01,People in contact with services at the end of the reporting period,11912,1,2022,0
2022-01-07,31/07/2022,Final,England; Disability,England,England,NN,No DISABILITY,MHS01,People in contact with services at the end of the reporting period,80888,1,2022,1
2022-01-07,31/07/2022,Final,England; Disability,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1396087,1,2022,1
2022-01-07,31/07/2022,Final,England; Disability,England,England,XX,Other (not listed),MHS01,People in contact with services at the end of the reporting period,22286,1,2022,1
2022-01-07,31/07/2022,Final,England; Disability,England,England,ZZ,Not Stated (PERSON asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,33111,1,2022,1
2022-01-07,31/07/2022,Final,England; Employment Status,England,England,1,Employed,MHS01,People in contact with services at the end of the reporting period,51670,1,2022,1
2022-01-07,31/07/2022,Final,England; Employment Status,England,England,2,Unemployed and actively seeking work,MHS01,People in contact with services at the end of the reporting period,53264,1,2022,1
2022-01-07,31/07/2022,Final,England; Employment Status,England,England,3,Undertaking full (at least 16 hours per week) or part-time (less than 16 hours per week) education or training as a student and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,67645,1,2022,1
2022-01-07,31/07/2022,Final,England; Employment Status,England,England,4,"Long-term sick or disabled, those receiving government sickness and disability benefits",MHS01,People in contact with services at the end of the reporting period,74487,1,2022,1
2022-01-07,31/07/2022,Final,England; Employment Status,England,England,5,Looking after the family or home as a homemaker and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,5900,1,2022,0
2022-01-07,31/07/2022,Final,England; Employment Status,England,England,6,Not receiving government sickness and disability benefits and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,5427,1,2022,0
2022-01-07,31/07/2022,Final,England; Employment Status,England,England,7,Unpaid voluntary work and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,2689,1,2022,0
2022-01-07,31/07/2022,Final,England; Employment Status,England,England,8,Retired,MHS01,People in contact with services at the end of the reporting period,76497,1,2022,1
2022-01-07,31/07/2022,Final,England; Employment Status,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1237600,1,2022,1
2022-01-07,31/07/2022,Final,England; Employment Status,England,England,ZZ,Not Stated (PERSON asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,40441,1,2022,0
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,99,Not Known,MHS01,People in contact with services at the end of the reporting period,112035,1,2022,1
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,A,British,MHS01,People in contact with services at the end of the reporting period,996090,1,2022,1
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,B,Irish,MHS01,People in contact with services at the end of the reporting period,10023,1,2022,0
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,C,Any other White background,MHS01,People in contact with services at the end of the reporting period,61969,1,2022,1
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,D,White and Black Caribbean,MHS01,People in contact with services at the end of the reporting period,14677,1,2022,0
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,E,White and Black African,MHS01,People in contact with services at the end of the reporting period,5473,1,2022,0
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,F,White and Asian,MHS01,People in contact with services at the end of the reporting period,7948,1,2022,0
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,G,Any other mixed background,MHS01,People in contact with services at the end of the reporting period,32215,1,2022,1
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,H,Indian,MHS01,People in contact with services at the end of the reporting period,21551,1,2022,1
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,J,Pakistani,MHS01,People in contact with services at the end of the reporting period,25774,1,2022,1
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,K,Bangladeshi,MHS01,People in contact with services at the end of the reporting period,10400,1,2022,0
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,L,Any other Asian background,MHS01,People in contact with services at the end of the reporting period,18067,1,2022,0
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,M,Caribbean,MHS01,People in contact with services at the end of the reporting period,19903,1,2022,0
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,N,African,MHS01,People in contact with services at the end of the reporting period,21481,1,2022,1
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,P,Any other Black background,MHS01,People in contact with services at the end of the reporting period,15792,1,2022,0
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,R,Chinese,MHS01,People in contact with services at the end of the reporting period,3520,1,2022,0
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,S,Any other ethnic group,MHS01,People in contact with services at the end of the reporting period,38689,1,2022,1
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,46647,1,2022,1
2022-01-07,31/07/2022,Final,England; Ethnicity,England,England,Z,Not stated,MHS01,People in contact with services at the end of the reporting period,153366,1,2022,1
2022-01-07,31/07/2022,Final,England; Gender,England,England,1,Male (including trans man),MHS01,People in contact with services at the end of the reporting period,743191,1,2022,1
2022-01-07,31/07/2022,Final,England; Gender,England,England,2,Female (including trans woman),MHS01,People in contact with services at the end of the reporting period,853246,1,2022,1
2022-01-07,31/07/2022,Final,England; Gender,England,England,3,Non-binary,MHS01,People in contact with services at the end of the reporting period,1823,1,2022,0
2022-01-07,31/07/2022,Final,England; Gender,England,England,4,Other (not listed),MHS01,People in contact with services at the end of the reporting period,925,1,2022,0
2022-01-07,31/07/2022,Final,England; Gender,England,England,9,Indeterminate (unable to be classified as either male or female),MHS01,People in contact with services at the end of the reporting period,1138,1,2022,0
2022-01-07,31/07/2022,Final,England; Gender,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,15297,1,2022,1
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,01 Most deprived,01 Most deprived,MHS01,People in contact with services at the end of the reporting period,236047,1,2022,1
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,02 More deprived,02 More deprived,MHS01,People in contact with services at the end of the reporting period,207290,1,2022,1
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,03 More deprived,03 More deprived,MHS01,People in contact with services at the end of the reporting period,190352,1,2022,1
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,04 More deprived,04 More deprived,MHS01,People in contact with services at the end of the reporting period,169555,1,2022,1
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,05 More deprived,05 More deprived,MHS01,People in contact with services at the end of the reporting period,153391,1,2022,1
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,06 Less deprived,06 Less deprived,MHS01,People in contact with services at the end of the reporting period,143561,1,2022,0
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,07 Less deprived,07 Less deprived,MHS01,People in contact with services at the end of the reporting period,132325,1,2022,0
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,08 Less deprived,08 Less deprived,MHS01,People in contact with services at the end of the reporting period,126085,1,2022,0
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,09 Less deprived,09 Less deprived,MHS01,People in contact with services at the end of the reporting period,118250,1,2022,0
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,10 Least deprived,10 Least deprived,MHS01,People in contact with services at the end of the reporting period,109049,1,2022,0
2022-01-07,31/07/2022,Final,England; IMD Decile,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,29715,1,2022,0
2022-01-07,31/07/2022,Final,England; Sexual Orientation,England,England,Asexual (not sexually attracted to either gender),Asexual (not sexually attracted to either gender),MHS01,People in contact with services at the end of the reporting period,1047,1,2022,0
2022-01-07,31/07/2022,Final,England; Sexual Orientation,England,England,Bisexual,Bisexual,MHS01,People in contact with services at the end of the reporting period,7090,1,2022,0
2022-01-07,31/07/2022,Final,England; Sexual Orientation,England,England,Gay or Lesbian,Gay or Lesbian,MHS01,People in contact with services at the end of the reporting period,4076,1,2022,0
2022-01-07,31/07/2022,Final,England; Sexual Orientation,England,England,Heterosexual or Straight,Heterosexual or Straight,MHS01,People in contact with services at the end of the reporting period,199354,1,2022,1
2022-01-07,31/07/2022,Final,England; Sexual Orientation,England,England,Not Stated (Person asked but declined to provide a response),Not Stated (Person asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,31103,1,2022,1
2022-01-07,31/07/2022,Final,England; Sexual Orientation,England,England,Not known (not recorded),Not known (not recorded),MHS01,People in contact with services at the end of the reporting period,181200,1,2022,1
2022-01-07,31/07/2022,Final,England; Sexual Orientation,England,England,Person asked and does not know or is not sure,Person asked and does not know or is not sure,MHS01,People in contact with services at the end of the reporting period,2773,1,2022,0
2022-01-07,31/07/2022,Final,England; Sexual Orientation,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1189020,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,1,Owner occupier,MHS01,People in contact with services at the end of the reporting period,91159,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,2,Tenant - Local Authority/Arms Length Management Organisation/registered social housing provider,MHS01,People in contact with services at the end of the reporting period,50850,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,3,Tenant - private landlord,MHS01,People in contact with services at the end of the reporting period,23095,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,4,Living with family,MHS01,People in contact with services at the end of the reporting period,55136,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,5,Living with friends,MHS01,People in contact with services at the end of the reporting period,15446,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,6,University or College accommodation,MHS01,People in contact with services at the end of the reporting period,1204,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,7,ACCOMMODATION tied to job (including Armed Forces),MHS01,People in contact with services at the end of the reporting period,97,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,8,Mobile ACCOMMODATION,MHS01,People in contact with services at the end of the reporting period,204,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,9,Care Home Services without Nursing,MHS01,People in contact with services at the end of the reporting period,7489,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,10,Care Home Services with Nursing,MHS01,People in contact with services at the end of the reporting period,8208,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,11,Specialist Housing (with suitable adaptations to meet impairment needs and support to live independently),MHS01,People in contact with services at the end of the reporting period,13069,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,12,Rough sleeper,MHS01,People in contact with services at the end of the reporting period,1464,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,13,Squatting,MHS01,People in contact with services at the end of the reporting period,496,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,14,Sofa surfing (sleeps on different friends floor each night),MHS01,People in contact with services at the end of the reporting period,633,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,15,Staying with friends/family as a short term guest,MHS01,People in contact with services at the end of the reporting period,21669,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,16,Bed and breakfast ACCOMMODATION to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,1260,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,17,Sleeping in a night shelter,MHS01,People in contact with services at the end of the reporting period,305,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,18,Hostel to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,971,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,19,Temporary housing to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,1602,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,20,Admitted PATIENT settings,MHS01,People in contact with services at the end of the reporting period,6429,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,21,Criminal justice settings,MHS01,People in contact with services at the end of the reporting period,756,1,2022,0
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,98,Other (not listed),MHS01,People in contact with services at the end of the reporting period,118410,1,2022,1
2022-01-08,31/08/2022,Final,England; Accommodation Type,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1179853,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,0 to 5,0 to 5,MHS01,People in contact with services at the end of the reporting period,23947,1,2022,0
2022-01-08,31/08/2022,Final,England; Age,England,England,11 to 15,11 to 15,MHS01,People in contact with services at the end of the reporting period,221839,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,16,16,MHS01,People in contact with services at the end of the reporting period,50162,1,2022,0
2022-01-08,31/08/2022,Final,England; Age,England,England,17,17,MHS01,People in contact with services at the end of the reporting period,43125,1,2022,0
2022-01-08,31/08/2022,Final,England; Age,England,England,18,18,MHS01,People in contact with services at the end of the reporting period,27861,1,2022,0
2022-01-08,31/08/2022,Final,England; Age,England,England,19,19,MHS01,People in contact with services at the end of the reporting period,24140,1,2022,0
2022-01-08,31/08/2022,Final,England; Age,England,England,20 to 24,20 to 24,MHS01,People in contact with services at the end of the reporting period,122463,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,25 to 29,25 to 29,MHS01,People in contact with services at the end of the reporting period,117524,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,30 to 34,30 to 34,MHS01,People in contact with services at the end of the reporting period,111658,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,35 to 39,35 to 39,MHS01,People in contact with services at the end of the reporting period,94646,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,40 to 44,40 to 44,MHS01,People in contact with services at the end of the reporting period,81547,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,45 to 49,45 to 49,MHS01,People in contact with services at the end of the reporting period,71142,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,50 to 54,50 to 54,MHS01,People in contact with services at the end of the reporting period,73557,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,55 to 59,55 to 59,MHS01,People in contact with services at the end of the reporting period,67466,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,6 to 10,6 to 10,MHS01,People in contact with services at the end of the reporting period,114946,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,60 to 64,60 to 64,MHS01,People in contact with services at the end of the reporting period,53657,1,2022,0
2022-01-08,31/08/2022,Final,England; Age,England,England,65 to 69,65 to 69,MHS01,People in contact with services at the end of the reporting period,43044,1,2022,0
2022-01-08,31/08/2022,Final,England; Age,England,England,70 to 74,70 to 74,MHS01,People in contact with services at the end of the reporting period,47541,1,2022,0
2022-01-08,31/08/2022,Final,England; Age,England,England,75 to 79,75 to 79,MHS01,People in contact with services at the end of the reporting period,62636,1,2022,1
2022-01-08,31/08/2022,Final,England; Age,England,England,80 to 84,80 to 84,MHS01,People in contact with services at the end of the reporting period,61295,1,2022,1
