REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE,month,year,high_demand
2023-01-01,31/01/2023,Final,England; Age,England,England,16,16,MHS01,People in contact with services at the end of the reporting period,55690,1,2023,0
2023-01-01,31/01/2023,Final,England; Age,England,England,17,17,MHS01,People in contact with services at the end of the reporting period,46224,1,2023,0
2023-01-01,31/01/2023,Final,England; Age,England,England,18,18,MHS01,People in contact with services at the end of the reporting period,29843,1,2023,0
2023-01-01,31/01/2023,Final,England; Age,England,England,19,19,MHS01,People in contact with services at the end of the reporting period,26303,1,2023,0
2023-01-01,31/01/2023,Final,England; Age,England,England,20 to 24,20 to 24,MHS01,People in contact with services at the end of the reporting period,129809,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,25 to 29,25 to 29,MHS01,People in contact with services at the end of the reporting period,125960,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,30 to 34,30 to 34,MHS01,People in contact with services at the end of the reporting period,118788,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,35 to 39,35 to 39,MHS01,People in contact with services at the end of the reporting period,101126,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,40 to 44,40 to 44,MHS01,People in contact with services at the end of the reporting period,86205,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,45 to 49,45 to 49,MHS01,People in contact with services at the end of the reporting period,72958,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,50 to 54,50 to 54,MHS01,People in contact with services at the end of the reporting period,75345,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,55 to 59,55 to 59,MHS01,People in contact with services at the end of the reporting period,69329,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,6 to 10,6 to 10,MHS01,People in contact with services at the end of the reporting period,129776,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,60 to 64,60 to 64,MHS01,People in contact with services at the end of the reporting period,55099,1,2023,0
2023-01-01,31/01/2023,Final,England; Age,England,England,65 to 69,65 to 69,MHS01,People in contact with services at the end of the reporting period,44555,1,2023,0
2023-01-01,31/01/2023,Final,England; Age,England,England,70 to 74,70 to 74,MHS01,People in contact with services at the end of the reporting period,47959,1,2023,0
2023-01-01,31/01/2023,Final,England; Age,England,England,75 to 79,75 to 79,MHS01,People in contact with services at the end of the reporting period,64041,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,80 to 84,80 to 84,MHS01,People in contact with services at the end of the reporting period,62377,1,2023,1
2023-01-01,31/01/2023,Final,England; Age,England,England,85 to 89,85 to 89,MHS01,People in contact with services at the end of the reporting period,52481,1,2023,0
2023-01-01,31/01/2023,Final,England; Age,England,England,90 or over,90 or over,MHS01,People in contact with services at the end of the reporting period,30769,1,2023,0
2023-01-01,31/01/2023,Final,England; Age,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1683,1,2023,0
2023-01-01,31/01/2023,Final,England; Disability,England,England,1,Behaviour and Emotional,MHS01,People in contact with services at the end of the reporting period,36457,1,2023,1
2023-01-01,31/01/2023,Final,England; Disability,England,England,2,Hearing,MHS01,People in contact with services at the end of the reporting period,10716,1,2023,0
2023-01-01,31/01/2023,Final,England; Disability,England,England,3,Manual Dexterity,MHS01,People in contact with services at the end of the reporting period,5256,1,2023,0
2023-01-01,31/01/2023,Final,England; Disability,England,England,4,"Memory or ability to concentrate, learn or understand (Learning Disability)",MHS01,People in contact with services at the end of the reporting period,31134,1,2023,1
2023-01-01,31/01/2023,Final,England; Disability,England,England,5,Mobility and Gross Motor,MHS01,People in contact with services at the end of the reporting period,20004,1,2023,1
2023-01-01,31/01/2023,Final,England; Disability,England,England,6,Perception of Physical Danger,MHS01,People in contact with services at the end of the reporting period,6634,1,2023,0
2023-01-01,31/01/2023,Final,England; Disability,England,England,7,"Personal, Self Care and Continence",MHS01,People in contact with services at the end of the reporting period,14288,1,2023,0
2023-01-01,31/01/2023,Final,England; Disability,England,England,8,"Progressive Conditions and Physical Health (such as HIV, cancer, multiple sclerosis, fits etc)",MHS01,People in contact with services at the end of the reporting period,17840,1,2023,0
2023-01-01,31/01/2023,Final,England; Disability,England,England,9,Sight,MHS01,People in contact with services at the end of the reporting period,14924,1,2023,0
2023-01-01,31/01/2023,Final,England; Disability,England,England,10,Speech,MHS01,People in contact with services at the end of the reporting period,11767,1,2023,0
2023-01-01,31/01/2023,Final,England; Disability,England,England,NN,No DISABILITY,MHS01,People in contact with services at the end of the reporting period,90232,1,2023,1
2023-01-01,31/01/2023,Final,England; Disability,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1470083,1,2023,1
2023-01-01,31/01/2023,Final,England; Disability,England,England,XX,Other (not listed),MHS01,People in contact with services at the end of the reporting period,24095,1,2023,1
2023-01-01,31/01/2023,Final,England; Disability,England,England,ZZ,Not Stated (PERSON asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,27451,1,2023,1
2023-01-01,31/01/2023,Final,England; Employment Status,England,England,1,Employed,MHS01,People in contact with services at the end of the reporting period,51169,1,2023,0
2023-01-01,31/01/2023,Final,England; Employment Status,England,England,2,Unemployed and actively seeking work,MHS01,People in contact with services at the end of the reporting period,52670,1,2023,1
2023-01-01,31/01/2023,Final,England; Employment Status,England,England,3,Undertaking full (at least 16 hours per week) or part-time (less than 16 hours per week) education or training as a student and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,63881,1,2023,1
2023-01-01,31/01/2023,Final,England; Employment Status,England,England,4,"Long-term sick or disabled, those receiving government sickness and disability benefits",MHS01,People in contact with services at the end of the reporting period,69539,1,2023,1
2023-01-01,31/01/2023,Final,England; Employment Status,England,England,5,Looking after the family or home as a homemaker and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,5418,1,2023,0
2023-01-01,31/01/2023,Final,England; Employment Status,England,England,6,Not receiving government sickness and disability benefits and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,5420,1,2023,0
2023-01-01,31/01/2023,Final,England; Employment Status,England,England,7,Unpaid voluntary work and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,2732,1,2023,0
2023-01-01,31/01/2023,Final,England; Employment Status,England,England,8,Retired,MHS01,People in contact with services at the end of the reporting period,71828,1,2023,1
2023-01-01,31/01/2023,Final,England; Employment Status,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1336512,1,2023,1
2023-01-01,31/01/2023,Final,England; Employment Status,England,England,ZZ,Not Stated (PERSON asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,36747,1,2023,0
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,99,Not Known,MHS01,People in contact with services at the end of the reporting period,149533,1,2023,1
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,A,British,MHS01,People in contact with services at the end of the reporting period,1022010,1,2023,1
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,B,Irish,MHS01,People in contact with services at the end of the reporting period,9816,1,2023,0
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,C,Any other White background,MHS01,People in contact with services at the end of the reporting period,63575,1,2023,1
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,D,White and Black Caribbean,MHS01,People in contact with services at the end of the reporting period,15750,1,2023,0
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,E,White and Black African,MHS01,People in contact with services at the end of the reporting period,5797,1,2023,0
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,F,White and Asian,MHS01,People in contact with services at the end of the reporting period,8115,1,2023,0
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,G,Any other mixed background,MHS01,People in contact with services at the end of the reporting period,34148,1,2023,1
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,H,Indian,MHS01,People in contact with services at the end of the reporting period,21933,1,2023,1
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,J,Pakistani,MHS01,People in contact with services at the end of the reporting period,27139,1,2023,1
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,K,Bangladeshi,MHS01,People in contact with services at the end of the reporting period,10267,1,2023,0
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,L,Any other Asian background,MHS01,People in contact with services at the end of the reporting period,18649,1,2023,0
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,M,Caribbean,MHS01,People in contact with services at the end of the reporting period,20104,1,2023,0
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,N,African,MHS01,People in contact with services at the end of the reporting period,21910,1,2023,1
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,P,Any other Black background,MHS01,People in contact with services at the end of the reporting period,15759,1,2023,0
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,R,Chinese,MHS01,People in contact with services at the end of the reporting period,3685,1,2023,0
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,S,Any other ethnic group,MHS01,People in contact with services at the end of the reporting period,41330,1,2023,1
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,43192,1,2023,1
2023-01-01,31/01/2023,Final,England; Ethnicity,England,England,Z,Not stated,MHS01,People in contact with services at the end of the reporting period,163204,1,2023,1
2023-01-01,31/01/2023,Final,England; Gender,England,England,1,Male (including trans man),MHS01,People in contact with services at the end of the reporting period,759499,1,2023,1
2023-01-01,31/01/2023,Final,England; Gender,England,England,2,Female (including trans woman),MHS01,People in contact with services at the end of the reporting period,874178,1,2023,1
2023-01-01,31/01/2023,Final,England; Gender,England,England,3,Non-binary,MHS01,People in contact with services at the end of the reporting period,1901,1,2023,0
2023-01-01,31/01/2023,Final,England; Gender,England,England,4,Other (not listed),MHS01,People in contact with services at the end of the reporting period,1023,1,2023,0
2023-01-01,31/01/2023,Final,England; Gender,England,England,9,Indeterminate (unable to be classified as either male or female),MHS01,People in contact with services at the end of the reporting period,1282,1,2023,0
2023-01-01,31/01/2023,Final,England; Gender,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,58033,1,2023,1
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,01 Most deprived,01 Most deprived,MHS01,People in contact with services at the end of the reporting period,250553,1,2023,1
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,02 More deprived,02 More deprived,MHS01,People in contact with services at the end of the reporting period,214771,1,2023,1
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,03 More deprived,03 More deprived,MHS01,People in contact with services at the end of the reporting period,196271,1,2023,1
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,04 More deprived,04 More deprived,MHS01,People in contact with services at the end of the reporting period,175666,1,2023,1
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,05 More deprived,05 More deprived,MHS01,People in contact with services at the end of the reporting period,161798,1,2023,1
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,06 Less deprived,06 Less deprived,MHS01,People in contact with services at the end of the reporting period,151352,1,2023,1
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,07 Less deprived,07 Less deprived,MHS01,People in contact with services at the end of the reporting period,139750,1,2023,0
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,08 Less deprived,08 Less deprived,MHS01,People in contact with services at the end of the reporting period,133645,1,2023,0
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,09 Less deprived,09 Less deprived,MHS01,People in contact with services at the end of the reporting period,125453,1,2023,0
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,10 Least deprived,10 Least deprived,MHS01,People in contact with services at the end of the reporting period,115411,1,2023,0
2023-01-01,31/01/2023,Final,England; IMD Decile,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,31246,1,2023,0
2023-01-01,31/01/2023,Final,England; Sexual Orientation,England,England,Asexual (not sexually attracted to either gender),Asexual (not sexually attracted to either gender),MHS01,People in contact with services at the end of the reporting period,1131,1,2023,0
2023-01-01,31/01/2023,Final,England; Sexual Orientation,England,England,Bisexual,Bisexual,MHS01,People in contact with services at the end of the reporting period,7730,1,2023,0
2023-01-01,31/01/2023,Final,England; Sexual Orientation,England,England,Gay or Lesbian,Gay or Lesbian,MHS01,People in contact with services at the end of the reporting period,19108,1,2023,0
2023-01-01,31/01/2023,Final,England; Sexual Orientation,England,England,Heterosexual or Straight,Heterosexual or Straight,MHS01,People in contact with services at the end of the reporting period,202429,1,2023,1
2023-01-01,31/01/2023,Final,England; Sexual Orientation,England,England,Not Stated (Person asked but declined to provide a response),Not Stated (Person asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,31557,1,2023,1
2023-01-01,31/01/2023,Final,England; Sexual Orientation,England,England,Not known (not recorded),Not known (not recorded),MHS01,People in contact with services at the end of the reporting period,180389,1,2023,1
2023-01-01,31/01/2023,Final,England; Sexual Orientation,England,England,Person asked and does not know or is not sure,Person asked and does not know or is not sure,MHS01,People in contact with services at the end of the reporting period,3071,1,2023,0
2023-01-01,31/01/2023,Final,England; Sexual Orientation,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1250513,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,1,Owner occupier,MHS01,People in contact with services at the end of the reporting period,93580,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,2,Tenant - Local Authority/Arms Length Management Organisation/registered social housing provider,MHS01,People in contact with services at the end of the reporting period,48733,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,3,Tenant - private landlord,MHS01,People in contact with services at the end of the reporting period,22349,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,4,Living with family,MHS01,People in contact with services at the end of the reporting period,59553,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,5,Living with friends,MHS01,People in contact with services at the end of the reporting period,13161,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,6,University or College accommodation,MHS01,People in contact with services at the end of the reporting period,1135,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,7,ACCOMMODATION tied to job (including Armed Forces),MHS01,People in contact with services at the end of the reporting period,88,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,8,Mobile ACCOMMODATION,MHS01,People in contact with services at the end of the reporting period,205,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,9,Care Home Services without Nursing,MHS01,People in contact with services at the end of the reporting period,6694,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,10,Care Home Services with Nursing,MHS01,People in contact with services at the end of the reporting period,8251,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,11,Specialist Housing (with suitable adaptations to meet impairment needs and support to live independently),MHS01,People in contact with services at the end of the reporting period,12722,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,12,Rough sleeper,MHS01,People in contact with services at the end of the reporting period,1646,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,13,Squatting,MHS01,People in contact with services at the end of the reporting period,309,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,14,Sofa surfing (sleeps on different friends floor each night),MHS01,People in contact with services at the end of the reporting period,612,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,15,Staying with friends/family as a short term guest,MHS01,People in contact with services at the end of the reporting period,21752,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,16,Bed and breakfast ACCOMMODATION to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,1075,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,17,Sleeping in a night shelter,MHS01,People in contact with services at the end of the reporting period,381,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,18,Hostel to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,859,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,19,Temporary housing to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,1543,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,20,Admitted PATIENT settings,MHS01,People in contact with services at the end of the reporting period,6354,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,21,Criminal justice settings,MHS01,People in contact with services at the end of the reporting period,740,1,2023,0
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,98,Other (not listed),MHS01,People in contact with services at the end of the reporting period,105767,1,2023,1
2023-01-02,28/02/2023,Final,England; Accommodation Type,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1328058,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,0 to 5,0 to 5,MHS01,People in contact with services at the end of the reporting period,28103,1,2023,0
2023-01-02,28/02/2023,Final,England; Age,England,England,11 to 15,11 to 15,MHS01,People in contact with services at the end of the reporting period,246196,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,16,16,MHS01,People in contact with services at the end of the reporting period,56922,1,2023,0
2023-01-02,28/02/2023,Final,England; Age,England,England,17,17,MHS01,People in contact with services at the end of the reporting period,46633,1,2023,0
2023-01-02,28/02/2023,Final,England; Age,England,England,18,18,MHS01,People in contact with services at the end of the reporting period,30447,1,2023,0
2023-01-02,28/02/2023,Final,England; Age,England,England,19,19,MHS01,People in contact with services at the end of the reporting period,26990,1,2023,0
2023-01-02,28/02/2023,Final,England; Age,England,England,20 to 24,20 to 24,MHS01,People in contact with services at the end of the reporting period,132909,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,25 to 29,25 to 29,MHS01,People in contact with services at the end of the reporting period,129529,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,30 to 34,30 to 34,MHS01,People in contact with services at the end of the reporting period,122312,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,35 to 39,35 to 39,MHS01,People in contact with services at the end of the reporting period,104012,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,40 to 44,40 to 44,MHS01,People in contact with services at the end of the reporting period,88672,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,45 to 49,45 to 49,MHS01,People in contact with services at the end of the reporting period,74579,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,50 to 54,50 to 54,MHS01,People in contact with services at the end of the reporting period,77214,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,55 to 59,55 to 59,MHS01,People in contact with services at the end of the reporting period,70849,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,6 to 10,6 to 10,MHS01,People in contact with services at the end of the reporting period,132365,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,60 to 64,60 to 64,MHS01,People in contact with services at the end of the reporting period,56331,1,2023,0
2023-01-02,28/02/2023,Final,England; Age,England,England,65 to 69,65 to 69,MHS01,People in contact with services at the end of the reporting period,45494,1,2023,0
2023-01-02,28/02/2023,Final,England; Age,England,England,70 to 74,70 to 74,MHS01,People in contact with services at the end of the reporting period,48606,1,2023,0
2023-01-02,28/02/2023,Final,England; Age,England,England,75 to 79,75 to 79,MHS01,People in contact with services at the end of the reporting period,65404,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,80 to 84,80 to 84,MHS01,People in contact with services at the end of the reporting period,63608,1,2023,1
2023-01-02,28/02/2023,Final,England; Age,England,England,85 to 89,85 to 89,MHS01,People in contact with services at the end of the reporting period,53865,1,2023,0
2023-01-02,28/02/2023,Final,England; Age,England,England,90 or over,90 or over,MHS01,People in contact with services at the end of the reporting period,31436,1,2023,0
2023-01-02,28/02/2023,Final,England; Age,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,3091,1,2023,0
2023-01-02,28/02/2023,Final,England; Disability,England,England,1,Behaviour and Emotional,MHS01,People in contact with services at the end of the reporting period,37366,1,2023,1
2023-01-02,28/02/2023,Final,England; Disability,England,England,2,Hearing,MHS01,People in contact with services at the end of the reporting period,10765,1,2023,0
2023-01-02,28/02/2023,Final,England; Disability,England,England,3,Manual Dexterity,MHS01,People in contact with services at the end of the reporting period,5189,1,2023,0
2023-01-02,28/02/2023,Final,England; Disability,England,England,4,"Memory or ability to concentrate, learn or understand (Learning Disability)",MHS01,People in contact with services at the end of the reporting period,31219,1,2023,1
2023-01-02,28/02/2023,Final,England; Disability,England,England,5,Mobility and Gross Motor,MHS01,People in contact with services at the end of the reporting period,20073,1,2023,1
2023-01-02,28/02/2023,Final,England; Disability,England,England,6,Perception of Physical Danger,MHS01,People in contact with services at the end of the reporting period,6674,1,2023,0
2023-01-02,28/02/2023,Final,England; Disability,England,England,7,"Personal, Self Care and Continence",MHS01,People in contact with services at the end of the reporting period,14441,1,2023,0
2023-01-02,28/02/2023,Final,England; Disability,England,England,8,"Progressive Conditions and Physical Health (such as HIV, cancer, multiple sclerosis, fits etc)",MHS01,People in contact with services at the end of the reporting period,18101,1,2023,0
2023-01-02,28/02/2023,Final,England; Disability,England,England,9,Sight,MHS01,People in contact with services at the end of the reporting period,14985,1,2023,0
2023-01-02,28/02/2023,Final,England; Disability,England,England,10,Speech,MHS01,People in contact with services at the end of the reporting period,11847,1,2023,0
2023-01-02,28/02/2023,Final,England; Disability,England,England,NN,No DISABILITY,MHS01,People in contact with services at the end of the reporting period,92377,1,2023,1
2023-01-02,28/02/2023,Final,England; Disability,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1497959,1,2023,1
2023-01-02,28/02/2023,Final,England; Disability,England,England,XX,Other (not listed),MHS01,People in contact with services at the end of the reporting period,24193,1,2023,1
2023-01-02,28/02/2023,Final,England; Disability,England,England,ZZ,Not Stated (PERSON asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,37103,1,2023,1
2023-01-02,28/02/2023,Final,England; Employment Status,England,England,1,Employed,MHS01,People in contact with services at the end of the reporting period,51062,1,2023,0
2023-01-02,28/02/2023,Final,England; Employment Status,England,England,2,Unemployed and actively seeking work,MHS01,People in contact with services at the end of the reporting period,53152,1,2023,1
2023-01-02,28/02/2023,Final,England; Employment Status,England,England,3,Undertaking full (at least 16 hours per week) or part-time (less than 16 hours per week) education or training as a student and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,62748,1,2023,1
2023-01-02,28/02/2023,Final,England; Employment Status,England,England,4,"Long-term sick or disabled, those receiving government sickness and disability benefits",MHS01,People in contact with services at the end of the reporting period,69132,1,2023,1
2023-01-02,28/02/2023,Final,England; Employment Status,England,England,5,Looking after the family or home as a homemaker and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,5303,1,2023,0
2023-01-02,28/02/2023,Final,England; Employment Status,England,England,6,Not receiving government sickness and disability benefits and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,5410,1,2023,0
2023-01-02,28/02/2023,Final,England; Employment Status,England,England,7,Unpaid voluntary work and not working or actively seeking work,MHS01,People in contact with services at the end of the reporting period,2723,1,2023,0
2023-01-02,28/02/2023,Final,England; Employment Status,England,England,8,Retired,MHS01,People in contact with services at the end of the reporting period,71243,1,2023,1
2023-01-02,28/02/2023,Final,England; Employment Status,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1376644,1,2023,1
2023-01-02,28/02/2023,Final,England; Employment Status,England,England,ZZ,Not Stated (PERSON asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,38150,1,2023,0
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,99,Not Known,MHS01,People in contact with services at the end of the reporting period,156736,1,2023,1
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,A,British,MHS01,People in contact with services at the end of the reporting period,1036351,1,2023,1
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,B,Irish,MHS01,People in contact with services at the end of the reporting period,10344,1,2023,0
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,C,Any other White background,MHS01,People in contact with services at the end of the reporting period,66188,1,2023,1
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,D,White and Black Caribbean,MHS01,People in contact with services at the end of the reporting period,16151,1,2023,0
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,E,White and Black African,MHS01,People in contact with services at the end of the reporting period,5986,1,2023,0
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,F,White and Asian,MHS01,People in contact with services at the end of the reporting period,8347,1,2023,0
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,G,Any other mixed background,MHS01,People in contact with services at the end of the reporting period,35052,1,2023,1
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,H,Indian,MHS01,People in contact with services at the end of the reporting period,22253,1,2023,1
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,J,Pakistani,MHS01,People in contact with services at the end of the reporting period,27651,1,2023,1
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,K,Bangladeshi,MHS01,People in contact with services at the end of the reporting period,10747,1,2023,0
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,L,Any other Asian background,MHS01,People in contact with services at the end of the reporting period,19121,1,2023,0
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,M,Caribbean,MHS01,People in contact with services at the end of the reporting period,20813,1,2023,0
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,N,African,MHS01,People in contact with services at the end of the reporting period,22737,1,2023,1
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,P,Any other Black background,MHS01,People in contact with services at the end of the reporting period,16362,1,2023,0
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,R,Chinese,MHS01,People in contact with services at the end of the reporting period,3799,1,2023,0
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,S,Any other ethnic group,MHS01,People in contact with services at the end of the reporting period,42762,1,2023,1
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,48026,1,2023,1
2023-01-02,28/02/2023,Final,England; Ethnicity,England,England,Z,Not stated,MHS01,People in contact with services at the end of the reporting period,166141,1,2023,1
2023-01-02,28/02/2023,Final,England; Gender,England,England,1,Male (including trans man),MHS01,People in contact with services at the end of the reporting period,775690,1,2023,1
2023-01-02,28/02/2023,Final,England; Gender,England,England,2,Female (including trans woman),MHS01,People in contact with services at the end of the reporting period,895997,1,2023,1
2023-01-02,28/02/2023,Final,England; Gender,England,England,3,Non-binary,MHS01,People in contact with services at the end of the reporting period,1867,1,2023,0
2023-01-02,28/02/2023,Final,England; Gender,England,England,4,Other (not listed),MHS01,People in contact with services at the end of the reporting period,1097,1,2023,0
2023-01-02,28/02/2023,Final,England; Gender,England,England,9,Indeterminate (unable to be classified as either male or female),MHS01,People in contact with services at the end of the reporting period,1302,1,2023,0
2023-01-02,28/02/2023,Final,England; Gender,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,59614,1,2023,1
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,01 Most deprived,01 Most deprived,MHS01,People in contact with services at the end of the reporting period,255198,1,2023,1
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,02 More deprived,02 More deprived,MHS01,People in contact with services at the end of the reporting period,220578,1,2023,1
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,03 More deprived,03 More deprived,MHS01,People in contact with services at the end of the reporting period,201841,1,2023,1
2023-01-02,28/02/2023,Final,England; IMD Decile,England,England,04 More deprived,04 More deprived,MHS01,People in contact with services at the end of the reporting period,180567,1,2023,1
